"SID","LocalPath","LocalComputerName","LocalUsername","JumpCloudUserName"
"S-1-5-21-329068152-1409082233-1801674531-1232","C:\Users\ebollinger.ROCKFIRE-RESCUE","RCFPD-H2FF-D","S-1-5-21-329068152-1409082233-1801674531-1232",
"S-1-5-21-329068152-1409082233-1801674531-1218","C:\Users\mjmayer","RCFPD-H2FF-D","S-1-5-21-329068152-1409082233-1801674531-1218",
"S-1-5-21-329068152-1409082233-1801674531-8160","C:\Users\jkessels","RCFPD-H2FF-D","S-1-5-21-329068152-1409082233-1801674531-8160",
"S-1-5-21-329068152-1409082233-1801674531-4213","C:\Users\jagoebel","RCFPD-H2FF-D","S-1-5-21-329068152-1409082233-1801674531-4213",
"S-1-5-21-329068152-1409082233-1801674531-4201","C:\Users\kjuhrig","RCFPD-H2FF-D","S-1-5-21-329068152-1409082233-1801674531-4201",
"S-1-5-21-329068152-1409082233-1801674531-4163","C:\Users\bmenke","RCFPD-H2FF-D","S-1-5-21-329068152-1409082233-1801674531-4163",
"S-1-5-21-329068152-1409082233-1801674531-4129","C:\Users\jgoode","RCFPD-H2FF-D","S-1-5-21-329068152-1409082233-1801674531-4129",
"S-1-5-21-329068152-1409082233-1801674531-4128","C:\Users\psmith","RCFPD-H2FF-D","S-1-5-21-329068152-1409082233-1801674531-4128",
"S-1-5-21-329068152-1409082233-1801674531-21130","C:\Users\jcooper","RCFPD-H2FF-D","S-1-5-21-329068152-1409082233-1801674531-21130",
"S-1-5-21-329068152-1409082233-1801674531-21112","C:\Users\alynn","RCFPD-H2FF-D","S-1-5-21-329068152-1409082233-1801674531-21112",
"S-1-5-21-329068152-1409082233-1801674531-19136","C:\Users\jjones","RCFPD-H2FF-D","S-1-5-21-329068152-1409082233-1801674531-19136",
"S-1-5-21-329068152-1409082233-1801674531-18607","C:\Users\mdouglas","RCFPD-H2FF-D","S-1-5-21-329068152-1409082233-1801674531-18607",
"S-1-5-21-329068152-1409082233-1801674531-1312","C:\Users\tmcbroom","RCFPD-H2FF-D","S-1-5-21-329068152-1409082233-1801674531-1312",
"S-1-5-21-329068152-1409082233-1801674531-1298","C:\Users\cgranda","RCFPD-H2FF-D","S-1-5-21-329068152-1409082233-1801674531-1298",
"S-1-5-21-329068152-1409082233-1801674531-1297","C:\Users\mham","RCFPD-H2FF-D","S-1-5-21-329068152-1409082233-1801674531-1297",
"S-1-5-21-329068152-1409082233-1801674531-1294","C:\Users\mshafferkoetter","RCFPD-H2FF-D","S-1-5-21-329068152-1409082233-1801674531-1294",
"S-1-5-21-329068152-1409082233-1801674531-1293","C:\Users\tlurkins","RCFPD-H2FF-D","S-1-5-21-329068152-1409082233-1801674531-1293",
"S-1-5-21-329068152-1409082233-1801674531-1164","C:\Users\kstoffregen","RCFPD-H2FF-D","S-1-5-21-329068152-1409082233-1801674531-1164",
"S-1-5-21-329068152-1409082233-1801674531-1160","C:\Users\Tsiebert","RCFPD-H2FF-D","S-1-5-21-329068152-1409082233-1801674531-1160",
"S-1-5-21-329068152-1409082233-1801674531-1133","C:\Users\tfassler","RCFPD-H2FF-D","S-1-5-21-329068152-1409082233-1801674531-1133",
"S-1-5-21-329068152-1409082233-1801674531-1169","C:\Users\cvenegoni.ROCKFIRE-RESCUE","RCFPD-H2FF-D","S-1-5-21-329068152-1409082233-1801674531-1169",
"S-1-5-21-329068152-1409082233-1801674531-1131","C:\Users\ddacus","RCFPD-H2FF-D","S-1-5-21-329068152-1409082233-1801674531-1131",
"S-1-5-21-329068152-1409082233-1801674531-1126","C:\Users\rbolen.ROCKFIRE-RESCUE","RCFPD-H2FF-D","S-1-5-21-329068152-1409082233-1801674531-1126",
"S-1-5-21-329068152-1409082233-1801674531-8171","C:\Users\asikes","RCFPD-H2FF-D","S-1-5-21-329068152-1409082233-1801674531-8171",
"S-1-5-21-329068152-1409082233-1801674531-8135","C:\Users\aflowers","RCFPD-H2FF-D","S-1-5-21-329068152-1409082233-1801674531-8135",
